Model and Mult,Multiplier,Brand,process_size,transistors,frequency,tdp,memory_bandwidth,#_of_cores,year,time,launch_price,market,Generalized Performance,Performance,FinanceBench,amg,numpy,hpcg,stockfish,nqueens,linux_kernel,pybench
Intel Core 2 Duo T9500 x 1,1,Intel,45,410.0,2.6,35,,2.0,2008,1,530.0,Mobile,-7.2920526240470736,-1.9254265999143345,,,,,,-2.880219386432147,,
Intel Core Ultra 5 245K x 1,1,Intel,3,17800.0,4.2,125,102.4,14.0,2024,17,319.0,Desktop,3.317915180179697,0.2994478969525194,,,-0.28805964466695144,0.35667494393873267,0.02058343836488774,,,0.38701926231741357
Intel Core Ultra 7 155H x 1,1,Intel,7,,3.8,28,89.6,16.0,2023,16,503.0,Mobile,4.083639477649846,0.46001770192345726,,,-0.41000541102694754,,,,,-0.021053409197832273
Intel Core Ultra 7 165U x 1,1,Intel,7,,,15,89.6,12.0,2023,16,448.0,Mobile,0.2932772714415434,-0.33480848059533297,,,,,-1.1809678968385438,,,-0.20018701951559947
Intel Core Ultra 7 256V x 1,1,Intel,3,,2.2,17,,8.0,2024,17,,Mobile,1.04097755221427,-0.1780182511915539,,,,,,,,
Intel Core Ultra 7 258V x 1,1,Intel,3,,2.2,17,,8.0,2024,17,,Mobile,6.393290065800652,0.9443436475877903,,,,,,,,0.13049648892936894
Intel Core Ultra 9 285K x 1,1,Intel,3,17800.0,3.7,125,102.4,24.0,2024,17,589.0,Desktop,3.446429099535366,0.32639683279687925,,0.4437305259938782,-0.2026860633190104,0.45198512374305744,0.4939276561670951,,,0.4134758318542433
Intel Core i3-1005G1 x 1,1,Intel,10,,,15,51.2,2.0,2019,12,,Mobile,1.040977672222376,-0.17801822602625844,,,,,,,,
Intel Core i3-10100 x 1,1,Intel,14,,3.6,65,42.7,4.0,2020,13,122.0,Desktop,-1.337799374144394,-0.6768397570478026,,-0.7440622191745376,-0.8972211691538039,,,,,-0.5108256237659905
Intel Core i3-12100 x 1,1,Intel,10,,3.3,60,,4.0,2022,15,122.0,Desktop,-1.9251870868178267,-0.8000129811154053,,,,,,,-1.2147124730870535,
Intel Core i3-14100 x 1,1,Intel,10,,3.5,60,,4.0,2024,17,134.0,Desktop,0.6698094260678797,-0.2558509565447202,,0.17769973312743303,-0.4518233507102689,0.13353139262452252,-1.080531652753061,-0.9694005571881035,,0.14473884564491168
Intel Core i3-2120 x 1,1,Intel,32,504.0,3.3,65,21.3,2.0,2011,4,138.0,Desktop,-6.055274285959894,-1.6660783499044398,,,,,,,,-1.1144437538847898
Intel Core i3-3110M x 1,1,Intel,22,,2.4,35,,2.0,2012,5,,Mobile,-10.269306497822434,-2.549746704997216,,,,,,,,-1.5358753452570832
Intel Core i3-4130 x 1,1,Intel,22,1400.0,3.4,54,,2.0,2013,6,130.0,Desktop,-5.695416612518861,-1.5906174083715316,,,-1.635830723790507,,,,,-0.8563750785383197
Intel Core i3-7020U x 1,1,Intel,14,1300.0,2.2,15,25.6,2.0,2015,8,281.0,Mobile,-6.1336072067340615,-1.682504499437722,,,,,,-2.4142890825740464,,
Intel Core i3-7100 x 1,1,Intel,14,,3.9,51,38.4,2.0,2017,10,117.0,Desktop,-3.551707104470299,-1.1410887480443832,,,-1.0862317140985551,,,-1.836211231798889,-1.9136694012883204,-0.7262801154123784
Intel Core i3-8100 x 1,1,Intel,14,,3.6,65,38.4,4.0,2017,10,117.0,Desktop,-3.346046945222392,-1.097962505649005,,,-1.069592395094591,,,-1.533930359925955,,-0.851846768913572
Intel Core i3-8100T x 1,1,Intel,14,,3.1,35,38.4,4.0,2018,11,117.0,Desktop,-4.8840651408936555,-1.4204797387270323,,,,,,,,-0.9973149544310029
Intel Core i5 460M x 1,1,Intel,32,382.0,2.534,35,,2.0,2010,3,,Mobile,-19.996949454028822,-4.589600654343612,,,,,,,,-2.5087051304199246
Intel Core i5 x 1,1,Intel,14,,2.4,45,46.9,4.0,2020,13,,Mobile,-7.103571894707223,-1.8859028260823307,,,,,,,,-1.2192805722276887
Intel Core i5-10210U x 1,1,Intel,14,,,25,,4.0,2019,12,,Mobile,-2.3693510224299774,-0.893152661744578,,,-0.9872674498385878,,,-1.0986122886681096,,
Intel Core i5-1035G1 x 1,1,Intel,10,,,15,51.2,4.0,2019,12,,Mobile,-1.5639412055079585,-0.724260937070151,,,,,,,,-0.6652802087771708
Intel Core i5-10600K x 1,1,Intel,14,,4.1,125,42.7,6.0,2020,13,288.0,Desktop,-0.6937301130485547,-0.5417806032719402,,-0.40317663129249937,-0.7671680409056059,,,-0.54654370636807,-0.6126953912689226,-0.4276752554338197
Intel Core i5-1135G7 x 1,1,Intel,10,,,15,,4.0,2020,13,309.0,Mobile,-3.6335719277032874,-1.1582555256220712,,,,,,-1.408767216971949,,
Intel Core i5-11600K x 1,1,Intel,14,,3.9,125,51.2,6.0,2021,14,262.0,Desktop,0.5416887689243828,-0.28271742662833627,-0.5207166543406956,,-0.6033085469513875,,,-0.4924764850977943,-0.6040142015238752,-0.21173115926246489
Intel Core i5-12400 x 1,1,Intel,10,,2.5,65,,6.0,2022,15,199.0,Desktop,0.6680307464542935,-0.2562239396661947,,,-0.48437595374801745,,,-0.6466271649250523,,-0.043371932153527304
Intel Core i5-12600 x 1,1,Intel,10,,3.3,65,,6.0,2022,15,233.0,Desktop,6.393290065800652,0.9443436475877903,,,,,,,,0.13049648892936894
Intel Core i5-12600K x 1,1,Intel,10,,3.7,125,,10.0,2021,14,289.0,Desktop,1.20355411249711,-0.1439264943233069,-0.4725364010081723,-0.09072151103759651,-0.42895515980660903,0.0,,-0.24116205681688818,-0.14799681425288025,0.05278750460205295
Intel Core i5-1334U x 1,1,Intel,10,,,15,,10.0,2023,16,340.0,Mobile,4.093557328831025,0.4620974418966489,,,,,,,,-0.09949226728939387
Intel Core i5-13400 x 1,1,Intel,10,,2.5,65,,10.0,2023,16,221.0,Desktop,0.6624483947261619,-0.2573945400131169,-0.5619022191249083,-0.08167604095314474,,,-0.579101178511138,-0.3746934494414105,-0.2684804914849268,0.034268456834815275
Intel Core i5-13600K x 1,1,Intel,10,,3.5,125,,14.0,2022,15,319.0,Desktop,2.1113279282248523,0.04643061597174686,-0.3801990241208877,-0.003066924230772372,-0.27754114047573086,,-0.04129499207697762,,0.15210777819745847,0.11247798342669046
Intel Core i5-14400F x 1,1,Intel,10,,2.5,65,,10.0,2024,17,196.0,Desktop,4.569012386480778,0.5617987653775628,,,-0.4202970970634947,,,,,0.12244815574654044
Intel Core i5-14500 x 1,1,Intel,10,,2.6,65,,14.0,2024,17,232.0,Desktop,1.699415410746722,-0.03994605095010939,,-0.0675193571888073,-0.33919394390351876,0.35667494393873267,,-0.24116205681688818,,0.21037086060385413
Intel Core i5-14600K x 1,1,Intel,10,,3.5,125,,14.0,2023,16,319.0,Desktop,2.9680850675392336,0.22608970113030802,,,-0.2820355300635704,0.13353139262452252,0.019371011186283482,,,0.2666286632539485
Intel Core i5-2400 x 1,1,Intel,32,1160.0,3.1,95,,4.0,2011,4,184.0,Desktop,-4.430363197523203,-1.3253399700105128,,,,,,-1.729239112246721,,
Intel Core i5-2410M x 1,1,Intel,32,624.0,2.3,35,,2.0,2011,4,,Mobile,-7.855072228031138,-2.0434899137013183,,,,,,,,-1.2944356648959356
Intel Core i5-2500S x 1,1,Intel,32,1160.0,2.7,65,,4.0,2011,4,,Desktop,-4.6992538400138475,-1.3817254316784786,,,,,,,,-0.9788325801354025
Intel Core i5-2520M x 1,1,Intel,32,624.0,2.5,35,,2.0,2011,4,,Mobile,-8.250429333308164,-2.126394966470238,,,,,,,,-1.3339740370916235
Intel Core i5-3320M x 1,1,Intel,22,,2.6,35,,2.0,2012,5,,Mobile,-5.384421357715801,-1.5254027513786714,,,,,,-2.112964233718479,,
Intel Core i5-3427U x 1,1,Intel,22,,,17,,2.0,2012,5,,Mobile,-6.370194659399763,-1.7321160910492361,,,,,,,,-1.1459379113714654
Intel Core i5-3470 x 1,1,Intel,22,1400.0,3.2,77,25.6,4.0,2012,5,184.0,Desktop,-4.281715095912501,-1.294168963992043,,-1.0035567368169538,-1.450606407338591,,,,,
Intel Core i5-3550 x 1,1,Intel,22,1400.0,3.3,77,25.6,4.0,2012,5,194.0,Desktop,-3.866073150108397,-1.2070102485170286,,,,,,,,-0.8955089019112332
Intel Core i5-3570K x 1,1,Intel,22,1400.0,3.4,77,25.6,4.0,2012,5,212.0,Desktop,-4.080966667238303,-1.2520726949472505,,,,,,,,-0.9169997003547543
Intel Core i5-4210U x 1,1,Intel,22,1400.0,,15,,2.0,2014,7,,Mobile,-6.094037431457211,-1.6742068508977193,,,,,,-2.302585092994046,,-1.1938150051441916
Intel Core i5-4278U x 1,1,Intel,22,1400.0,2.4,28,,2.0,2013,6,,Mobile,-6.982366449314365,-1.8604864526011102,,,,,,,,-1.2071592116953438
Intel Core i5-4300M x 1,1,Intel,22,1400.0,2.6,37,,2.0,2013,6,,Mobile,-4.429167824223587,-1.3250893042575507,,,,,,,,-0.9518221602526404
Intel Core i5-4430 x 1,1,Intel,22,1400.0,3.0,84,,4.0,2013,6,187.0,Desktop,-4.497376320721135,-1.3393923961356027,,,,,,,,-0.9586434691033787
Intel Core i5-4460 x 1,1,Intel,22,1400.0,3.2,84,25.6,4.0,2014,7,187.0,Desktop,-4.30705001377041,-1.2994816108975147,,,,,,-1.679642171107349,,
Intel Core i5-4670 x 1,1,Intel,22,1400.0,3.4,84,,4.0,2013,6,224.0,Desktop,-3.4656826123638567,-1.1230497019204826,,-1.0688400398673892,-1.2073760974576437,,,,,
Intel Core i5-5200U x 1,1,Intel,14,1300.0,2.2,15,25.6,2.0,2015,8,281.0,Mobile,-4.889078259418381,-1.4215309727893057,,-1.2769233816534147,,,,,,-1.1283087940219616
Intel Core i5-5300U x 1,1,Intel,14,1300.0,2.3,15,25.6,2.0,2015,8,315.0,Mobile,-5.662440623860207,-1.583702454666735,,,-1.4457871209026418,,,,,-1.1202442341852317
Intel Core i5-6200U x 1,1,Intel,22,1400.0,,15,,2.0,2013,6,,Mobile,-4.825033194221986,-1.4081009384258776,,,,,,,,-0.9914113623422631
Intel Core i5-6260U x 1,1,Intel,10,,3.3,65,,6.0,2022,15,233.0,Desktop,-3.381407705252057,-1.1053775378745023,,-0.8074544541319817,,,,,,-0.9801641382549153
Intel Core i5-6300U x 1,1,Intel,14,1300.0,2.3,15,25.6,2.0,2015,8,315.0,Mobile,-5.438473621933971,-1.536737329049021,,,,,,-2.1347042203548856,,
Intel Core i5-6500 x 1,1,Intel,14,,3.2,65,34.1,4.0,2015,8,202.0,Desktop,-2.4801688070165078,-0.9163907777572989,,-0.7397226357147204,-1.1273333897841074,,,,,-0.7245633767933235
Intel Core i5-6500T x 1,1,Intel,14,,2.5,35,34.1,4.0,2015,8,192.0,Desktop,-4.221705469297269,-1.2815851475011444,,,,,,,,-0.9310745280583914
Intel Core i5-7200U x 1,1,Intel,22,1400.0,,15,,2.0,2013,6,,Mobile,-5.228405211226265,-1.4926866911767052,,,,,,-2.1347042203548856,,-0.9627140310333209
Intel Core i5-7600K x 1,1,Intel,14,,3.8,91,38.4,4.0,2017,10,242.0,Desktop,-3.1363610755759534,-1.0539920853482143,,-1.2613157853649817,-1.0828816272132729,,,-1.408767216971949,,-0.5866039326530688
Intel Core i5-8250U x 1,1,Intel,14,,,15,,4.0,2017,10,,Mobile,-3.7367867018936844,-1.1798993159740645,,,,,,-1.533930359925955,-1.9102239359159174,-0.925468346591793
Intel Core i5-8300H x 1,1,Intel,14,,2.3,45,,4.0,2018,11,,Mobile,-1.5639412055079585,-0.724260937070151,,,,,,,,-0.6652802087771708
Intel Core i5-8400 x 1,1,Intel,14,,2.8,65,42.7,6.0,2017,10,182.0,Desktop,-1.2878523112576492,-0.6663660262636382,,-0.41872189946658267,-0.9455947534380202,,,,,
Intel Core i5-8400H x 1,1,Intel,14,,2.5,45,,4.0,2018,11,,Mobile,-3.21319639493874,-1.0701041929118942,,,,,,-1.239690886928015,,
Intel Core i5-8600K x 1,1,Intel,14,,3.6,95,42.7,6.0,2017,10,257.0,Desktop,-2.511176604770106,-0.9228930084613829,,,,,,,,-0.7600101257890719
Intel Core i5-9400F x 1,1,Intel,14,,2.9,65,42.7,6.0,2019,12,182.0,Desktop,-1.5871312154199162,-0.7291238040069056,-1.2946141907908242,-0.6045427078957779,-0.9781902316874715,,,,,-0.6090329567314683
Intel Core i7 920 x 1,1,Intel,45,731.0,2.666,130,,4.0,2008,1,280.0,Desktop,-8.57212659831734,-2.193853798941492,,,,,,,,-1.3661459293593872
Intel Core i7 990X x 1,1,Intel,32,1170.0,3.466,130,,6.0,2011,4,1000.0,Desktop,-7.835618278677082,-2.0394104860744093,,,,,,,,-1.292490138990444
Intel Core i7- x 1,1,Intel,14,,,25,,4.0,2019,12,,Mobile,-3.361871446926859,-1.1012808503336955,-1.7965195830114915,-0.8497428008930932,-1.1923382200931032,,,-1.1574527886910428,,-0.8757642019741612
Intel Core i7-1065G7 x 1,1,Intel,10,,,15,51.2,4.0,2019,12,,Mobile,-2.173804770469211,-0.8521472716271745,-1.456948807537266,-0.3867143917773994,-0.8671231379965247,,-2.1181118832995747,-1.4522523289116878,,-0.49905448731577895
Intel Core i7-10700T x 1,1,Intel,14,,2.9,65,46.9,8.0,2020,13,325.0,Desktop,-1.6085928005127514,-0.7336242260832444,,-0.5322586933399194,,,,,-1.0283039160048215,
Intel Core i7-1165G7 x 1,1,Intel,10,,2.8,28,,4.0,2020,13,426.0,Mobile,-0.9594359786247444,-0.5974982279524685,-1.239437524823936,-0.2710921960861761,-0.7502389788051582,-0.15415067982725827,-1.5562282029960848,,-1.3902741612603169,
Intel Core i7-11700B x 1,1,Intel,10,,3.2,65,51.2,8.0,2021,14,,Mobile,-0.036770627155684125,-0.40401841279144524,,-0.368177722870211,,,,,,-0.24558488578689008
Intel Core i7-11700K x 1,1,Intel,14,,3.6,125,51.2,8.0,2021,14,399.0,Desktop,1.066281683109679,-0.17271206020837784,,-0.32615828122499124,-0.5237437365390365,,,,,-0.1899754063454031
Intel Core i7-1185G7 x 1,1,Intel,10,,3.0,28,,4.0,2020,13,426.0,Mobile,-0.6450214759875377,-0.5315665662103924,,,-0.7033920055083698,-0.15415067982725827,-1.512413233916039,,-1.2863723360930024,
Intel Core i7-1185G7E x 1,1,Intel,10,,,15,,4.0,2020,13,431.0,Mobile,1.0409780446512016,-0.17801814792918866,,,,,,,,
Intel Core i7-12700K x 1,1,Intel,10,,3.6,125,,12.0,2021,14,409.0,Desktop,1.0498037903331245,-0.17616741879919823,,-0.21497084610469486,-0.4324394838892198,,,,,
Intel Core i7-12700KF x 1,1,Intel,10,,3.6,125,,12.0,2021,14,384.0,Desktop,1.0409794688103797,-0.1780178492878079,,,,,,,,
Intel Core i7-1280P x 1,1,Intel,10,,,28,,14.0,2022,15,,Mobile,-0.6575574133198266,-0.5341953100274868,-0.9385245505917386,,,,,,-0.9616276720448722,
Intel Core i7-2600 x 1,1,Intel,32,1160.0,3.4,95,,4.0,2011,4,294.0,Desktop,-6.364556471027112,-1.7309337819461073,,,,,,,,-1.1453740545761484
Intel Core i7-2700K x 1,1,Intel,32,1160.0,3.5,95,21.3,4.0,2011,4,332.0,Desktop,-4.63027544559413,-1.36726089480042,,,-1.5206350116990741,,,-1.3862943611198904,,-1.0783130841971813
Intel Core i7-3517U x 1,1,Intel,22,,,17,,2.0,2012,5,,Mobile,-6.980326805220815,-1.860058746107541,,,-1.6300336061061804,,,,,
Intel Core i7-3630QM x 1,1,Intel,22,1480.0,2.4,45,25.6,4.0,2012,5,378.0,Mobile,-8.287722903116396,-2.1342153023934447,,,,,,,,-1.337703645144451
Intel Core i7-3632QM x 1,1,Intel,22,1480.0,2.2,35,,4.0,2012,5,,Mobile,-4.040404783493081,-1.2435670046044702,,,,,,-1.5723966407537513,,
Intel Core i7-3770 x 1,1,Intel,22,1400.0,3.4,77,25.6,4.0,2012,5,278.0,Desktop,-6.113275184161996,-1.678240942815779,,,,,,,,-1.1202442341852317
Intel Core i7-3770K x 1,1,Intel,22,1400.0,3.5,77,25.6,4.0,2012,5,313.0,Desktop,-5.2953441536120005,-1.5067235618354387,,-1.609668901736054,-1.4950581699094245,,,,,-0.943574690822623
Intel Core i7-4558U x 1,1,Intel,22,1300.0,2.8,28,,2.0,2013,6,,Mobile,-5.418847859605847,-1.5326218728203962,,,,,,,,-1.05079682662715
Intel Core i7-4600U x 1,1,Intel,22,1300.0,2.1,15,,2.0,2013,6,,Mobile,-5.4501086495574285,-1.5391771551359068,-2.2031162040452763,,,,,,,-1.0070774790866626
Intel Core i7-4770K x 1,1,Intel,22,1400.0,3.5,84,25.6,4.0,2013,6,350.0,Desktop,-3.2429766756455543,-1.0763490174275474,,-1.0072230690672193,-1.1998288918222606,,,,,-0.8014289570921882
Intel Core i7-4790 x 1,1,Intel,22,1400.0,3.6,84,25.6,4.0,2014,7,312.0,Desktop,-3.0818214246069138,-1.0425553043185212,,-0.9546536456123391,,,,,,-0.7886185337065479
Intel Core i7-4790K x 1,1,Intel,22,1400.0,4.0,88,25.6,4.0,2014,7,350.0,Desktop,-2.432888508541034,-0.9064762584841652,-1.4990301710241205,-0.9607117929312139,-1.0181340978191153,,,-1.0360919316867756,,-0.6003161945170508
Intel Core i7-4960X x 1,1,Intel,22,1860.0,3.6,130,,6.0,2013,6,1000.0,Desktop,-4.166975119044924,-1.2701083774743285,,-1.0888360553890415,-1.3806478187316804,,,,,
Intel Core i7-5500U x 1,1,Intel,14,1300.0,2.4,15,25.6,2.0,2015,8,393.0,Mobile,-5.466125498359203,-1.5425358343587643,,,-1.4554490318143785,,,,,
Intel Core i7-5557U x 1,1,Intel,14,1900.0,3.1,28,29.9,2.0,2015,8,426.0,Mobile,-5.06410338580038,-1.4582331520214686,,,,,,-1.9841313618755105,,
Intel Core i7-5600U x 1,1,Intel,14,1300.0,2.6,15,25.6,2.0,2015,8,393.0,Mobile,-4.664562993995091,-1.3744508781637055,,-1.125889897903054,-1.4173491855821085,,,,,-1.0825261509164852
Intel Core i7-5820K x 1,1,Intel,22,2600.0,3.3,140,68.3,6.0,2014,7,389.0,Desktop,-4.298275697233904,-1.297641666286021,,,,,,,,-0.9387320663468355
Intel Core i7-5960X x 1,1,Intel,22,2600.0,3.0,140,68.3,8.0,2014,7,1000.0,Desktop,-1.096110851972185,-0.626158488349497,,-0.6971984184541284,-1.1923382200931032,0.0,-1.043993155367355,-0.54654370636807,,-1.0637320239218893
Intel Core i7-6500U x 1,1,Intel,22,1300.0,,15,,2.0,2013,6,,Mobile,-5.668141983278314,-1.584898010525233,,,,,,-2.2270775404859,,
Intel Core i7-6700 x 1,1,Intel,14,,3.4,65,34.1,4.0,2015,8,303.0,Desktop,-1.4876691180495907,-0.7082669373389439,-1.0145242203701859,,-1.0339322146957066,,,-1.2130226398458537,,
Intel Core i7-6700HQ x 1,1,Intel,22,1400.0,2.4,47,25.6,4.0,2013,6,,Mobile,-3.4136703103699024,-1.1121428974546308,,,-1.218804793281266,,,,,
Intel Core i7-6700K x 1,1,Intel,14,,4.0,91,34.1,4.0,2015,8,339.0,Desktop,-3.1976334446500356,-1.066840694677757,,,,,,-1.128465251817791,,-0.912026333087697
Intel Core i7-6800K x 1,1,Intel,14,3400.0,3.4,140,76.8,6.0,2016,9,434.0,Desktop,-1.1503644906796513,-0.6375352935716941,-1.0373636023155672,-0.31502193242900844,,,,-0.8602012652231115,,
Intel Core i7-7700 x 1,1,Intel,14,,3.6,65,38.4,4.0,2017,10,312.0,Desktop,-2.3350847948644904,-0.885967149288648,,-0.637295763180969,-0.9933650297067063,,,-1.0986122886681096,,-0.7466543346075154
Intel Core i7-7700K x 1,1,Intel,14,,4.2,91,38.4,4.0,2017,10,340.0,Desktop,-1.5778415147391978,-0.7271757850770251,-1.2115044964722586,-0.4652996763797681,,,,-0.9694005571881035,,-0.5308368233853793
Intel Core i7-7740K x 1,1,Intel,14,,4.3,112,,4.0,2017,10,350.0,Desktop,-1.0090562140260422,-0.6079034241142229,,-0.45399983193528115,-0.8563991746335491,,,,,
Intel Core i7-7900X x 1,1,Intel,14,,3.5,140,76.8,6.0,2017,10,383.0,Desktop,0.9740624697778933,-0.1920501184993065,-0.4990225224365048,0.14592180808078936,-0.8916809887781882,,,,,-0.49905448731577895
Intel Core i7-8086K x 1,1,Intel,14,,4.0,95,42.7,6.0,2018,11,425.0,Desktop,-0.8097938977248221,-0.566118787826393,,-0.40682958715475337,-0.7033920055083698,,,-0.6466271649250523,,-0.46622878297356074
Intel Core i7-8550U x 1,1,Intel,14,,,15,,4.0,2017,10,,Mobile,-3.213855172293476,-1.0702423363033455,,-0.8816298048752778,-1.0762149358550843,,,-1.5141277326297753,,
Intel Core i7-8559U x 1,1,Intel,14,,2.7,28,,4.0,2018,11,,Mobile,-3.3077223043087276,-1.0899259575893188,,,,,,,,-0.8396700583383172
Intel Core i7-8565U x 1,1,Intel,14,,,15,38.4,4.0,2018,11,409.0,Mobile,-2.6572283666699774,-0.9535195707911991,-1.3588847168495235,-0.8114320214636095,-1.0087736550595512,,-1.9664191041599803,-1.745239453593162,-1.65242688251932,
Intel Core i7-8700 x 1,1,Intel,14,,3.2,65,42.7,6.0,2017,10,303.0,Desktop,-1.3147526534697547,-0.6720069373812818,,,,,,,,-0.6403596759578924
Intel Core i7-8700B x 1,1,Intel,14,,3.2,65,42.7,6.0,2018,11,303.0,Desktop,-1.106217054851035,-0.6282777250390145,,,-0.8379045919973844,,,,,-0.7837719975640187
Intel Core i7-8700K x 1,1,Intel,14,,3.7,95,42.7,6.0,2017,10,359.0,Desktop,-1.0971729087633895,-0.6263811980798728,-1.148500333719559,-0.49152693350253074,-0.7893637732973904,,,-0.6466271649250523,,-0.5934835666666061
Intel Core i7-8809G x 1,1,Intel,14,,3.1,65,,4.0,2018,11,,Mobile,-1.7410222401193804,-0.7613942333303712,,-0.49925056487353814,,,,,,
Intel Core i7-9700TE x 1,1,Intel,14,,,35,42.7,8.0,2019,12,323.0,Desktop,-1.81023941601582,-0.7759088418794928,,,-1.0339322146957066,,,,,
Intel Core i7-9750H x 1,1,Intel,14,,2.6,45,42.7,6.0,2019,12,,Mobile,-1.8593378720274365,-0.7862046226614351,-1.3538768310957678,-0.5155203916931832,-0.8889223663391093,,,-1.0033021088637848,,-0.6860297127910808
Intel Core i7-9850H x 1,1,Intel,14,,2.6,45,42.7,6.0,2019,12,,Mobile,-3.391590577102693,-1.1075128517890571,,,,,,,,-0.8480574502452214
Intel Core i9-10850K x 1,1,Intel,14,,3.6,125,46.9,10.0,2020,13,500.0,Desktop,1.1888816469108054,-0.1470032609159558,,,,,,,,-0.38997939066878384
Intel Core i9-10885H x 1,1,Intel,14,,2.4,45,46.9,8.0,2020,13,556.0,Mobile,-2.036975966437861,-0.8234547324844199,,-0.5907098271982534,,,,,,
Intel Core i9-10900K x 1,1,Intel,14,,3.7,125,46.9,10.0,2020,13,547.0,Desktop,0.8767148777110139,-0.2124635805302389,-0.3203646694692619,-0.5488364294037282,-0.689755430558824,,,0.09531017980432521,-0.12335711031573116,
Intel Core i9-10900KF x 1,1,Intel,14,,3.7,125,46.9,10.0,2020,13,509.0,Desktop,2.8599628601137725,0.20341683856516213,,,-0.49546664044217525,,,,,
Intel Core i9-10980XE x 1,1,Intel,14,,3.0,165,93.9,18.0,2019,12,1076.0,Desktop,1.1556355731859813,-0.15397485054904114,,0.09800837028710419,-0.8563991746335491,0.13353139262452252,0.02401805140815938,0.3184537311185349,0.24328365886332826,
Intel Core i9-11900K x 1,1,Intel,14,,3.5,125,51.2,8.0,2021,14,539.0,Desktop,1.4263834364437098,-0.09719993594436721,-0.24714224939959273,,-0.5123367687456604,,,-0.16705408466316607,-0.2543092576360886,-0.20018701951559947
Intel Core i9-11980HK x 1,1,Intel,10,,2.6,45,51.2,8.0,2021,14,583.0,Mobile,-1.0348255613497872,-0.6133071694148131,,-0.28101297719428686,,,,,,
Intel Core i9-12900H x 1,1,Intel,10,,2.5,45,,14.0,2022,15,,Mobile,-0.7741237719640978,-0.558638882649541,,-0.20044770220839325,,,,,,
Intel Core i9-12900K x 1,1,Intel,10,,3.2,125,,16.0,2021,14,599.0,Desktop,2.4300181455836976,0.11325888068336842,-0.03711880551164981,,-0.3109789061030588,,,0.2006706954621511,0.29961391530604775,
Intel Core i9-13900K x 1,1,Intel,10,,3.0,125,,24.0,2022,15,589.0,Desktop,3.08787062549438,0.25120832900033796,0.03302502654970141,0.16986120208102662,-0.14214303086336866,0.35667494393873267,0.4039396027509419,0.6061358035703157,,0.22137207166582762
Intel Core i9-14900K x 1,1,Intel,10,,3.2,125,,24.0,2023,16,589.0,Desktop,3.371650781714519,0.3107160715252073,-0.018454606009763452,,-0.15132342320832937,0.35667494393873267,0.4860968883709518,0.4519851237430572,,0.3766295584682773
Intel Core i9-7960X x 1,1,Intel,14,,2.8,165,85.3,16.0,2017,10,1699.0,Desktop,0.08968386407185701,-0.37750133208604025,,0.1922474837028787,,,,0.09531017980432521,,-0.5895581445505007
Intel Core i9-7980XE x 1,1,Intel,14,,2.6,165,85.3,18.0,2017,10,1999.0,Desktop,0.8391515710970269,-0.22034047935269865,-0.5579794161901912,0.24374384995696374,-0.8834278470214683,,,0.2006706954621511,,
Intel Core i9-9900 x 1,1,Intel,14,,3.1,65,42.7,8.0,2019,12,423.0,Desktop,0.7741841248236327,-0.2339639339198896,,,-0.7359530215576822,,,,,
Intel Core i9-9900K x 1,1,Intel,14,,3.6,95,42.7,8.0,2018,11,488.0,Desktop,-0.24094520803408842,-0.44683313440859024,-0.8840626652562271,-0.4554830477567009,-0.689755430558824,,,-0.24116205681688818,-0.5580369787310584,-0.46622878297356074
Intel Core i9-9900KS x 1,1,Intel,14,,4.0,127,42.7,8.0,2019,12,513.0,Desktop,-0.13171404621936844,-0.42392772784478416,-0.8398746489912359,-0.3063882575917525,-0.6807666059903905,,,-0.3746934494414105,,
Intel Core m3-6Y30 x 1,1,Intel,14,,,5,29.9,2.0,2015,8,281.0,Mobile,-9.400639038087153,-2.3675900657797806,,,,,,,,-1.4490027511418697
Intel Core m3-7Y30 x 1,1,Intel,14,,,5,29.9,2.0,2015,8,281.0,Mobile,-6.031979396416799,-1.6611934900624417,,,,,,,,-1.1121141081019807
Intel N150 x 1,1,Intel,10,,,6,38.4,4.0,2024,17,,Mobile,0.0231417850656615,-0.39145498183136795,,,,,,,,-0.5065612249795324
Intel Pentium G4400 x 1,1,Intel,14,1400.0,3.3,51,34.1,2.0,2015,8,64.0,Desktop,-2.7000812099088622,-0.9625056676201118,,,,,,,,-0.7789018580679752
Intel Pentium Gold G6400 x 1,1,Intel,14,,4.0,58,42.7,2.0,2020,13,64.0,Desktop,-1.3193357111669208,-0.6729679891371629,,,-1.0307525617783266,,,,,-0.563660282831929
Intel Xeon 6369P x 1,1,Intel,10,,3.3,95,,8.0,2025,18,606.0,Server/Workstation,5.471175424497778,0.7509793144929261,,,-0.19439872307044048,,,,,
Intel Xeon 6728P x 4,4,Intel,5,,2.7,210,409.6,24.0,2025,18,2478.0,Server/Workstation,1.0409787475757983,-0.17801800052826933,,,,,,,,
Intel Xeon 6766E x 1,1,Intel,5,,,250,409.6,144.0,2024,17,10257.0,Server/Workstation,5.4231418467328885,0.7409068350910754,,,,,1.6437510400523934,,,
Intel Xeon 6766E x 2,2,Intel,5,,,250,409.6,144.0,2024,17,10257.0,Server/Workstation,6.804708283904506,1.0306166615964676,,,,,2.2947203420362605,,,
Intel Xeon 6780E x 1,1,Intel,5,,2.2,330,409.6,144.0,2024,17,11350.0,Server/Workstation,5.464219183105613,0.7495206141129577,,,,,1.6631059434913134,,,
