,index,Component,Samples,Test,Units,Score,SD
303,328,Intel Core i5-4670,4.0,amg,Figure Of Merit (Average),128697217,2922758
304,329,Intel Core i7-4960X,3.0,amg,Figure Of Merit (Average),126149344,210413
305,330,Intel Xeon E-2278GEL,6.0,amg,Figure Of Merit (Average),122313606,124729
306,331,Intel Core i7-5600U,3.0,amg,Figure Of Merit (Average),121560567,195209
307,332,AMD FX-8370 Eight-Core,4.0,amg,Figure Of Merit (Average),118692142,1767314
308,333,Intel Core i5-7600K,3.0,amg,Figure Of Merit (Average),106164178,62573
309,334,AMD Ryzen 3 3200U,4.0,amg,Figure Of Merit (Average),104880309,18136
310,335,Intel Core i5-5200U,7.0,amg,Figure Of Merit (Average),104520074,8126615
311,337,Intel Core i7-3770K,3.0,amg,Figure Of Merit (Average),74935941,59160
312,341,2 x Intel Xeon 6980P,13.0,hpcg,GFLOP/s (Average),170,3
313,342,2 x AMD EPYC 9755 128-Core,8.0,hpcg,GFLOP/s (Average),126,126
314,343,2 x Intel Xeon Max 9480,13.0,hpcg,GFLOP/s (Average),102,8
315,344,2 x AMD EPYC 9534 64-Core,3.0,hpcg,GFLOP/s (Average),82,5
316,345,Intel Xeon 6980P,9.0,hpcg,GFLOP/s (Average),76,10
317,346,2 x INTEL XEON PLATINUM 8592+,9.0,hpcg,GFLOP/s (Average),71,2
318,347,2 x Intel Xeon Platinum 8490H,9.0,hpcg,GFLOP/s (Average),63,1
319,349,2 x Intel Xeon Platinum 8462Y+,4.0,hpcg,GFLOP/s (Average),59,59
320,350,2 x AMD EPYC 9754 128-Core,6.0,hpcg,GFLOP/s (Average),55,5
321,351,2 x Intel Xeon Gold 6444Y,4.0,hpcg,GFLOP/s (Average),44,44
322,352,2 x Intel Xeon Platinum 8380,4.0,hpcg,GFLOP/s (Average),41,41
323,354,2 x AMD EPYC 7773X 64-Core,9.0,hpcg,GFLOP/s (Average),38,38
324,357,2 x AMD EPYC 7551 32-Core,11.0,hpcg,GFLOP/s (Average),34,1
325,358,AMD Ryzen Threadripper PRO 7995WX 96-Cores,3.0,hpcg,GFLOP/s (Average),33,1
326,361,AMD Ryzen Threadripper PRO 9995WX 96-Cores,5.0,hpcg,GFLOP/s (Average),24,24
327,362,AMD EPYC 9754 128-Core,5.0,hpcg,GFLOP/s (Average),23,2
328,365,AMD Ryzen Threadripper 7970X 32-Cores,13.0,hpcg,GFLOP/s (Average),16,2
329,366,AMD RYZEN AI MAX PRO 390,3.0,hpcg,GFLOP/s (Average),15,15
330,367,2 x Intel Xeon E5-2696 v4,5.0,hpcg,GFLOP/s (Average),14,1
331,368,AMD Ryzen Threadripper PRO 5965WX 24-Cores,5.0,hpcg,GFLOP/s (Average),12,12
332,369,AMD EPYC 7F32 8-Core,3.0,hpcg,GFLOP/s (Average),11,11
333,370,Intel Xeon Silver 4216,3.0,hpcg,GFLOP/s (Average),11,11
334,371,AMD Ryzen Threadripper 3970X 32-Core,4.0,hpcg,GFLOP/s (Average),11,11
335,372,Intel Core Ultra 9 285K,16.0,hpcg,GFLOP/s (Average),11,1
336,373,Intel Core i5-14500,3.0,hpcg,GFLOP/s (Average),10,10
337,374,Intel Core i9-14900K,13.0,hpcg,GFLOP/s (Average),10,10
338,375,Intel Core i9-13900K,6.0,hpcg,GFLOP/s (Average),10,10
339,377,Intel Core Ultra 5 245K,4.0,hpcg,GFLOP/s (Average),10,10
340,378,AMD Ryzen Threadripper 3990X 64-Core,3.0,hpcg,GFLOP/s (Average),9,1
341,379,AMD Ryzen 9 9900X3D 12-Core,7.0,hpcg,GFLOP/s (Average),9,9
342,380,AMD Ryzen 9 9900X 12-Core,4.0,hpcg,GFLOP/s (Average),9,9
343,381,AMD Ryzen 9 9950X3D 16-Core,16.0,hpcg,GFLOP/s (Average),9,9
344,382,AMD Ryzen 9 9950X 16-Core,19.0,hpcg,GFLOP/s (Average),9,9
345,383,Intel Core i3-14100,3.0,hpcg,GFLOP/s (Average),8,8
346,384,Intel Core i5-14600K,8.0,hpcg,GFLOP/s (Average),8,8
347,385,AMD Ryzen 5 8600G,4.0,hpcg,GFLOP/s (Average),8,8
348,386,AMD Ryzen 7 9700X 8-Core,5.0,hpcg,GFLOP/s (Average),8,8
349,387,AMD Ryzen 7 9800X3D 8-Core,3.0,hpcg,GFLOP/s (Average),8,8
350,388,AMD Ryzen 9 7950X 16-Core,17.0,hpcg,GFLOP/s (Average),8,1
351,389,AMD Ryzen 9 7900X 12-Core,25.0,hpcg,GFLOP/s (Average),8,1
352,390,AMD Ryzen 9 7900X3D 12-Core,12.0,hpcg,GFLOP/s (Average),8,1
353,391,AMD Ryzen 9 7950X3D 16-Core,14.0,hpcg,GFLOP/s (Average),8,1
354,392,Intel Core i9-10980XE,6.0,hpcg,GFLOP/s (Average),8,8
355,393,AMD Ryzen 7 7800X3D 8-Core,10.0,hpcg,GFLOP/s (Average),7,7
356,394,AMD Ryzen 9 7900 12-Core,14.0,hpcg,GFLOP/s (Average),7,1
357,395,AMD Ryzen 5 9600X 6-Core,3.0,hpcg,GFLOP/s (Average),7,7
358,396,AMD Ryzen 5 7600 6-Core,5.0,hpcg,GFLOP/s (Average),7,7
359,397,AMD Ryzen 7 7700 8-Core,11.0,hpcg,GFLOP/s (Average),7,7
360,398,AMD Ryzen 7 7700X 8-Core,11.0,hpcg,GFLOP/s (Average),7,7
361,399,Intel Core i5-12600K,4.0,hpcg,GFLOP/s (Average),7,7
362,401,AMD Ryzen 5 7600X 6-Core,10.0,hpcg,GFLOP/s (Average),7,7
363,402,Intel Core i7-5960X,3.0,hpcg,GFLOP/s (Average),7,7
364,403,AMD Ryzen 7 PRO 7840U,6.0,hpcg,GFLOP/s (Average),6,6
365,404,AMD Ryzen Z1 Extreme,14.0,hpcg,GFLOP/s (Average),6,6
366,406,AMD Ryzen 7 7840U,9.0,hpcg,GFLOP/s (Average),6,6
367,407,Intel Core i7-1165G7,3.0,hpcg,GFLOP/s (Average),6,6
368,408,Intel Core i7-1185G7,4.0,hpcg,GFLOP/s (Average),6,6
369,409,AMD Ryzen 9 5950X 16-Core,5.0,hpcg,GFLOP/s (Average),5,5
370,410,AMD Ryzen 9 3900XT 12-Core,4.0,hpcg,GFLOP/s (Average),5,5
371,411,AMD Ryzen 5 5500U,6.0,hpcg,GFLOP/s (Average),5,5
372,412,AMD Ryzen 7 5800X 8-Core,3.0,hpcg,GFLOP/s (Average),5,5
373,413,AMD Ryzen 7 5800X3D 8-Core,6.0,hpcg,GFLOP/s (Average),5,5
374,414,AMD Ryzen 7 PRO 6850U,8.0,hpcg,GFLOP/s (Average),4,4
375,415,AMD Ryzen 7 3800XT 8-Core,3.0,hpcg,GFLOP/s (Average),4,4
376,416,AMD Ryzen 5 4500U,4.0,hpcg,GFLOP/s (Average),4,4
377,418,AMD Ryzen 7 PRO 5850U,8.0,hpcg,GFLOP/s (Average),4,4
378,419,Intel Xeon E-2336,5.0,hpcg,GFLOP/s (Average),4,4
379,420,Intel Xeon E-2388G,10.0,hpcg,GFLOP/s (Average),4,4
380,421,AMD Ryzen 9 5900HX,3.0,hpcg,GFLOP/s (Average),3,3
381,423,2 x AMD EPYC 9654 96-Core,14.0,linux_kernel,Seconds (Average),104,5
382,424,2 x AMD EPYC 9634 84-Core,5.0,linux_kernel,Seconds (Average),111,111
383,425,2 x AMD EPYC 9554 64-Core,11.0,linux_kernel,Seconds (Average),111,4
384,426,2 x AMD EPYC 7773X 64-Core,24.0,linux_kernel,Seconds (Average),143,7
385,427,2 x AMD EPYC 7763 64-Core,17.0,linux_kernel,Seconds (Average),147,9
386,428,2 x Intel Xeon Platinum 8490H,5.0,linux_kernel,Seconds (Average),149,6
387,429,2 x AMD EPYC 9374F 32-Core,6.0,linux_kernel,Seconds (Average),155,8
388,430,AMD EPYC 9654 96-Core,16.0,linux_kernel,Seconds (Average),164,9
389,431,2 x AMD EPYC 7663 56-Core,3.0,linux_kernel,Seconds (Average),165,165
390,432,2 x AMD EPYC 7742 64-Core,6.0,linux_kernel,Seconds (Average),167,9
391,433,2 x AMD EPYC 7713 64-Core,18.0,linux_kernel,Seconds (Average),168,11
392,435,AMD EPYC 9634 84-Core,5.0,linux_kernel,Seconds (Average),176,1
393,436,2 x AMD EPYC 7643 48-Core,6.0,linux_kernel,Seconds (Average),178,1
394,437,AMD EPYC 9554 64-Core,13.0,linux_kernel,Seconds (Average),179,9
395,438,2 x AMD EPYC 75F3 32-Core,11.0,linux_kernel,Seconds (Average),192,9
396,439,2 x AMD EPYC 7543 32-Core,3.0,linux_kernel,Seconds (Average),210,1
397,440,2 x Intel Xeon Platinum 8380,20.0,linux_kernel,Seconds (Average),216,10
398,442,2 x AMD EPYC 74F3 24-Core,3.0,linux_kernel,Seconds (Average),238,238
399,443,2 x Intel Xeon Platinum 8362,8.0,linux_kernel,Seconds (Average),239,10
400,444,AMD EPYC 7773X 64-Core,14.0,linux_kernel,Seconds (Average),239,13
401,445,AMD EPYC 7763 64-Core,15.0,linux_kernel,Seconds (Average),245,14
402,446,Intel Xeon Platinum 8490H,5.0,linux_kernel,Seconds (Average),250,12
403,447,AMD EPYC 9374F 32-Core,5.0,linux_kernel,Seconds (Average),270,14
404,448,AMD Ryzen Threadripper 3990X 64-Core,12.0,linux_kernel,Seconds (Average),277,21
405,449,2 x Intel Xeon Platinum 8280,6.0,linux_kernel,Seconds (Average),284,284
406,450,AMD EPYC 7713 64-Core,13.0,linux_kernel,Seconds (Average),285,20
407,451,2 x Intel Xeon Gold 6342,6.0,linux_kernel,Seconds (Average),301,12
408,452,AMD EPYC 7643 48-Core,6.0,linux_kernel,Seconds (Average),308,1
409,453,AMD Ryzen Threadripper 3970X 32-Core,4.0,linux_kernel,Seconds (Average),317,8
410,454,AMD EPYC 75F3 32-Core,7.0,linux_kernel,Seconds (Average),358,31
411,455,AMD EPYC 7543 32-Core,4.0,linux_kernel,Seconds (Average),372,2
412,456,Intel Xeon Platinum 8380,13.0,linux_kernel,Seconds (Average),378,18
413,457,AMD Ryzen Threadripper PRO 5965WX 24-Cores,10.0,linux_kernel,Seconds (Average),389,12
414,458,2 x Intel Xeon Gold 6346,6.0,linux_kernel,Seconds (Average),405,18
415,459,AMD Ryzen Threadripper 3960X 24-Core,5.0,linux_kernel,Seconds (Average),424,15
416,460,AMD EPYC 74F3 24-Core,3.0,linux_kernel,Seconds (Average),430,430
417,461,Intel Xeon Platinum 8362,3.0,linux_kernel,Seconds (Average),446,27
418,462,AMD Ryzen 9 7950X 16-Core,23.0,linux_kernel,Seconds (Average),457,53
419,463,2 x Intel Xeon Gold 5220R,3.0,linux_kernel,Seconds (Average),467,2
420,464,2 x Intel Xeon Platinum 8260,3.0,linux_kernel,Seconds (Average),483,1
421,465,Intel Xeon Gold 6342,6.0,linux_kernel,Seconds (Average),543,24
422,467,AMD Ryzen 9 7900X 12-Core,7.0,linux_kernel,Seconds (Average),575,2
423,468,Intel Core i9-12900K,11.0,linux_kernel,Seconds (Average),604,33
424,469,AMD EPYC 7551 32-Core,3.0,linux_kernel,Seconds (Average),616,6
425,470,Intel Core i9-10980XE,5.0,linux_kernel,Seconds (Average),639,1
426,471,AMD Ryzen 9 5950X 16-Core,16.0,linux_kernel,Seconds (Average),667,53
427,472,AMD Ryzen 9 3950X 16-Core,7.0,linux_kernel,Seconds (Average),672,49
428,473,Intel Core i5-13600K,15.0,linux_kernel,Seconds (Average),700,5
429,474,AMD Ryzen Threadripper 2970WX 24-Core,5.0,linux_kernel,Seconds (Average),710,47
430,475,Intel Xeon Gold 6346,5.0,linux_kernel,Seconds (Average),747,36
431,476,AMD Ryzen 9 3900XT 12-Core,5.0,linux_kernel,Seconds (Average),754,2
432,477,AMD Ryzen 9 5900X 12-Core,9.0,linux_kernel,Seconds (Average),775,77
433,478,Intel Xeon Gold 6226R,3.0,linux_kernel,Seconds (Average),776,776
434,479,AMD Ryzen 7 7700X 8-Core,16.0,linux_kernel,Seconds (Average),815,8
435,480,AMD Ryzen 9 3900X 12-Core,9.0,linux_kernel,Seconds (Average),853,79
436,481,Intel Core i9-10900K,3.0,linux_kernel,Seconds (Average),922,922
437,482,Intel Core i5-12600K,8.0,linux_kernel,Seconds (Average),945,27
438,483,Intel Xeon Silver 4216,4.0,linux_kernel,Seconds (Average),951,1
439,484,AMD Ryzen 7 7840HS,3.0,linux_kernel,Seconds (Average),982,25
440,485,AMD Ryzen 5 7600X 6-Core,9.0,linux_kernel,Seconds (Average),1013,78
441,486,AMD EPYC 72F3 8-Core,5.0,linux_kernel,Seconds (Average),1019,14
442,487,AMD Ryzen 7 5800X3D 8-Core,10.0,linux_kernel,Seconds (Average),1048,94
443,488,AMD EPYC 7F32 8-Core,3.0,linux_kernel,Seconds (Average),1049,1
444,489,Intel Core i9-11900K,6.0,linux_kernel,Seconds (Average),1051,57
445,490,AMD Ryzen 7 3800XT 8-Core,4.0,linux_kernel,Seconds (Average),1062,8
446,491,Intel Core i5-13400,4.0,linux_kernel,Seconds (Average),1066,4
447,492,AMD Ryzen 7 5800X 8-Core,6.0,linux_kernel,Seconds (Average),1118,71
448,494,AMD Ryzen 7 3700X 8-Core,11.0,linux_kernel,Seconds (Average),1287,62
449,495,AMD Ryzen 7 7735HS,3.0,linux_kernel,Seconds (Average),1348,85
450,496,AMD Ryzen 9 5900HX,6.0,linux_kernel,Seconds (Average),1396,68
451,497,Intel Core i9-9900K,3.0,linux_kernel,Seconds (Average),1424,1
452,498,Intel Core i5-11600K,3.0,linux_kernel,Seconds (Average),1491,4
453,499,AMD Ryzen 5 5600X 6-Core,4.0,linux_kernel,Seconds (Average),1494,5
454,500,Intel Core i5-10600K,4.0,linux_kernel,Seconds (Average),1504,1
455,501,AMD Ryzen 7 PRO 5850U,3.0,linux_kernel,Seconds (Average),1671,10
456,502,AMD Ryzen 7 1700 Eight-Core,4.0,linux_kernel,Seconds (Average),1962,250
457,503,Intel Core i7-1280P,3.0,linux_kernel,Seconds (Average),2132,191
458,504,AMD Ryzen 5 5560U,4.0,linux_kernel,Seconds (Average),2191,117
459,505,AMD Ryzen 7 4700U,3.0,linux_kernel,Seconds (Average),2279,1
460,506,Intel Core i7-10700T,4.0,linux_kernel,Seconds (Average),2279,10
461,507,AMD Ryzen 5 5500U,6.0,linux_kernel,Seconds (Average),2440,144
462,508,2 x Intel Xeon L5640,10.0,linux_kernel,Seconds (Average),2445,10
463,509,Intel Core i3-12100,3.0,linux_kernel,Seconds (Average),2746,32
464,510,Intel Xeon E3-1275 v6,3.0,linux_kernel,Seconds (Average),2837,7
465,511,AMD Ryzen 5 4500U,3.0,linux_kernel,Seconds (Average),2856,16
466,512,Intel Core i7-1185G7,3.0,linux_kernel,Seconds (Average),2950,4
467,513,Intel Core i7-1165G7,5.0,linux_kernel,Seconds (Average),3273,321
468,514,Intel Xeon E5-2609 v4,4.0,linux_kernel,Seconds (Average),3884,2
469,515,Intel Core i7-8565U,3.0,linux_kernel,Seconds (Average),4254,21
470,516,Intel Core i5-8250U,4.0,linux_kernel,Seconds (Average),5505,230
471,517,Intel Core i3-7100,5.0,linux_kernel,Seconds (Average),5524,116
472,519,2 x AMD EPYC 9184X 16-Core,4.0,miniFE,CG Mflops (Average),81910,366
473,521,2 x AMD EPYC 9384X 32-Core,7.0,miniFE,CG Mflops (Average),69664,52
474,522,AMD EPYC 9575F 64-Core,3.0,miniFE,CG Mflops (Average),69114,69114
475,523,AMD EPYC 9655 96-Core,3.0,miniFE,CG Mflops (Average),67879,62
476,524,AMD EPYC 9755 128-Core,8.0,miniFE,CG Mflops (Average),67848,3573
477,525,AMD EPYC 9965 192-Core,4.0,miniFE,CG Mflops (Average),65295,65295
478,526,2 x AMD EPYC 9684X 96-Core,19.0,miniFE,CG Mflops (Average),62735,5694
479,527,2 x AMD EPYC 9965 192-Core,3.0,miniFE,CG Mflops (Average),62007,62007
480,528,AMD EPYC 9384X 32-Core,5.0,miniFE,CG Mflops (Average),56863,1207
481,529,2 x AMD EPYC 9754 128-Core,19.0,miniFE,CG Mflops (Average),54477,6495
482,530,AMD EPYC 9684X 96-Core,18.0,miniFE,CG Mflops (Average),53420,744
483,531,2 x AMD EPYC 9554 64-Core,12.0,miniFE,CG Mflops (Average),50957,5838
484,532,AMD EPYC 9654 96-Core,12.0,miniFE,CG Mflops (Average),50702,409
485,533,AMD EPYC 9554 64-Core,6.0,miniFE,CG Mflops (Average),50581,514
486,534,AMD EPYC 9754 128-Core,12.0,miniFE,CG Mflops (Average),50453,627
487,535,2 x AMD EPYC 9575F 64-Core,4.0,miniFE,CG Mflops (Average),49941,4854
488,536,2 x AMD EPYC 9654 96-Core,15.0,miniFE,CG Mflops (Average),49191,4923
489,537,Intel Xeon 6980P,14.0,miniFE,CG Mflops (Average),47273,6786
490,538,2 x Intel Xeon Platinum 8468,3.0,miniFE,CG Mflops (Average),47172,2494
491,539,2 x AMD EPYC 9755 128-Core,8.0,miniFE,CG Mflops (Average),44843,6338
492,540,2 x Intel Xeon Platinum 8490H,17.0,miniFE,CG Mflops (Average),44571,3260
493,541,2 x Intel Xeon Gold 6442Y,3.0,miniFE,CG Mflops (Average),44443,2187
494,542,2 x Intel Xeon Platinum 8462Y+,3.0,miniFE,CG Mflops (Average),43251,2988
495,543,2 x INTEL XEON PLATINUM 8592+,10.0,miniFE,CG Mflops (Average),42296,2957
496,544,Intel Xeon 6780E,5.0,miniFE,CG Mflops (Average),40626,40626
497,546,Intel Xeon 6766E,5.0,miniFE,CG Mflops (Average),40441,40441
498,549,AMD Ryzen Threadripper PRO 7995WX 96-Cores,3.0,miniFE,CG Mflops (Average),36994,294
499,551,Intel Xeon Platinum 8468,3.0,miniFE,CG Mflops (Average),35410,214
500,552,Intel Xeon Platinum 8490H,15.0,miniFE,CG Mflops (Average),35359,133
501,553,Intel Xeon Gold 6442Y,3.0,miniFE,CG Mflops (Average),34214,96
502,554,Intel Xeon Platinum 8462Y+,3.0,miniFE,CG Mflops (Average),34094,271
503,555,INTEL XEON PLATINUM 8592+,13.0,miniFE,CG Mflops (Average),31565,680
504,558,2 x AMD EPYC 7443 24-Core,4.0,miniFE,CG Mflops (Average),28307,938
505,559,2 x AMD EPYC 7343 16-Core,6.0,miniFE,CG Mflops (Average),28062,377
506,560,2 x AMD EPYC 7313 16-Core,3.0,miniFE,CG Mflops (Average),26590,1499
507,561,AMD Ryzen Threadripper PRO 9995WX 96-Cores,5.0,miniFE,CG Mflops (Average),26065,267
508,562,2 x AMD EPYC 74F3 24-Core,4.0,miniFE,CG Mflops (Average),25871,1036
509,563,2 x AMD EPYC 7773X 64-Core,12.0,miniFE,CG Mflops (Average),25445,1725
510,564,2 x AMD EPYC 7763 64-Core,13.0,miniFE,CG Mflops (Average),24852,1387
511,565,2 x AMD EPYC 7373X 16-Core,6.0,miniFE,CG Mflops (Average),24766,2333
512,566,AMD EPYC 8534PN 64-Core,5.0,miniFE,CG Mflops (Average),24666,161
513,567,AMD EPYC 8534P 64-Core,5.0,miniFE,CG Mflops (Average),24595,125
514,568,2 x AMD EPYC 7713 64-Core,11.0,miniFE,CG Mflops (Average),24483,992
515,570,2 x AMD EPYC 7663 56-Core,3.0,miniFE,CG Mflops (Average),23741,23741
516,571,AMD Ryzen Threadripper 9980X 64-Cores,5.0,miniFE,CG Mflops (Average),23696,3423
517,573,Intel Xeon Platinum 8380,16.0,miniFE,CG Mflops (Average),23073,63
518,574,AMD Ryzen Threadripper 9970X 32-Cores,4.0,miniFE,CG Mflops (Average),22632,2512
519,575,AMD EPYC 7773X 64-Core,10.0,miniFE,CG Mflops (Average),22607,73
520,576,AMD EPYC 74F3 24-Core,4.0,miniFE,CG Mflops (Average),22117,5
521,577,AMD EPYC 7713 64-Core,10.0,miniFE,CG Mflops (Average),21853,37
522,578,AMD EPYC 7763 64-Core,10.0,miniFE,CG Mflops (Average),21812,62
523,579,AMD EPYC 7373X 16-Core,5.0,miniFE,CG Mflops (Average),21513,171
524,580,2 x AMD EPYC 75F3 32-Core,12.0,miniFE,CG Mflops (Average),21322,2329
525,581,Intel Xeon Max 9468,6.0,miniFE,CG Mflops (Average),21084,2458
526,582,2 x Intel Xeon Max 9480,9.0,miniFE,CG Mflops (Average),21078,1258
527,583,AMD EPYC 7313 16-Core,35.0,miniFE,CG Mflops (Average),20022,27
528,584,AMD EPYC 7443 24-Core,3.0,miniFE,CG Mflops (Average),19768,33
529,585,2 x Intel Xeon Max 9468,6.0,miniFE,CG Mflops (Average),19583,2158
530,586,AMD Ryzen Threadripper 7980X 64-Cores,8.0,miniFE,CG Mflops (Average),19430,482
531,587,AMD EPYC 7642 48-Core,19.0,miniFE,CG Mflops (Average),19366,42
532,589,Intel Xeon Max 9480,5.0,miniFE,CG Mflops (Average),19278,899
533,590,AMD EPYC 7702 64-Core,14.0,miniFE,CG Mflops (Average),19130,37
534,591,AMD Ryzen Threadripper 7970X 32-Cores,6.0,miniFE,CG Mflops (Average),19106,19106
535,592,AMD EPYC 75F3 32-Core,6.0,miniFE,CG Mflops (Average),18623,2607
536,593,AMD RYZEN AI MAX PRO 390,3.0,miniFE,CG Mflops (Average),17006,21
537,595,2 x AMD EPYC 7642 48-Core,3.0,miniFE,CG Mflops (Average),14927,673
538,596,Intel Core Ultra 9 285K,3.0,miniFE,CG Mflops (Average),12389,12389
539,597,Intel Core i5-14500,3.0,miniFE,CG Mflops (Average),12312,12312
540,598,AMD EPYC 7601 32-Core,7.0,miniFE,CG Mflops (Average),11588,338
541,599,Intel Core i3-14100,3.0,miniFE,CG Mflops (Average),10130,10130
542,600,AMD Ryzen Threadripper 3990X 64-Core,7.0,miniFE,CG Mflops (Average),9779,148
543,601,Intel Xeon Silver 4108,4.0,miniFE,CG Mflops (Average),9466,5
544,602,AMD Ryzen 9 9950X3D 16-Core,3.0,miniFE,CG Mflops (Average),9249,9249
545,603,AMD Ryzen 9 9950X 16-Core,5.0,miniFE,CG Mflops (Average),9234,229
546,604,Intel Core i9-7980XE,12.0,miniFE,CG Mflops (Average),8869,346
547,605,AMD Ryzen 5 8600G,4.0,miniFE,CG Mflops (Average),8771,8771
548,606,Intel Core i9-7960X,17.0,miniFE,CG Mflops (Average),8635,6
549,607,AMD Ryzen 9 7900X3D 12-Core,8.0,miniFE,CG Mflops (Average),7906,13
550,608,AMD Ryzen Threadripper 2950X 16-Core,3.0,miniFE,CG Mflops (Average),7902,337
551,609,AMD Ryzen 7 7800X3D 8-Core,6.0,miniFE,CG Mflops (Average),7877,337
552,610,AMD Ryzen 9 7900X 12-Core,11.0,miniFE,CG Mflops (Average),7790,3
553,611,AMD Ryzen Threadripper 3960X 24-Core,13.0,miniFE,CG Mflops (Average),7750,21
554,612,AMD Ryzen 9 7950X3D 16-Core,9.0,miniFE,CG Mflops (Average),7663,541
555,613,AMD Ryzen 7 7700 8-Core,8.0,miniFE,CG Mflops (Average),7643,4
556,614,AMD Ryzen 7 7700X 8-Core,8.0,miniFE,CG Mflops (Average),7589,13
557,615,AMD Ryzen 9 7950X 16-Core,6.0,miniFE,CG Mflops (Average),7457,61
558,617,AMD Ryzen 9 7900 12-Core,4.0,miniFE,CG Mflops (Average),7395,22
559,618,Intel Core i9-10980XE,17.0,miniFE,CG Mflops (Average),7373,359
560,619,AMD Ryzen 5 7600X 6-Core,8.0,miniFE,CG Mflops (Average),7331,20
561,620,2 x AMD EPYC 7601 32-Core,3.0,miniFE,CG Mflops (Average),6553,317
562,621,AMD Ryzen Threadripper 2970WX 24-Core,4.0,miniFE,CG Mflops (Average),6513,148
563,622,Intel Core i7-5960X,9.0,miniFE,CG Mflops (Average),6480,256
564,623,Intel Core i7-12700K,8.0,miniFE,CG Mflops (Average),6149,332
565,624,AMD Ryzen 7 1700 Eight-Core,7.0,miniFE,CG Mflops (Average),5882,10
566,625,AMD Ryzen Threadripper 2990WX 32-Core,4.0,miniFE,CG Mflops (Average),5774,473
567,626,AMD Ryzen 7 5800H,3.0,miniFE,CG Mflops (Average),5564,88
568,627,AMD Ryzen 5 5600X 6-Core,8.0,miniFE,CG Mflops (Average),4714,388
569,628,Intel Core i7-10700T,3.0,miniFE,CG Mflops (Average),4698,1
570,629,AMD Ryzen 7 5800X3D 8-Core,9.0,miniFE,CG Mflops (Average),4688,511
571,630,Intel Core i9-9900KS,5.0,miniFE,CG Mflops (Average),4672,78
572,631,AMD Ryzen 7 5800X 8-Core,13.0,miniFE,CG Mflops (Average),4548,423
573,632,AMD Ryzen 9 5900X 12-Core,27.0,miniFE,CG Mflops (Average),4425,237
574,633,Intel Core i9-10885H,3.0,miniFE,CG Mflops (Average),4349,8
575,634,Intel Core i9-10900K,6.0,miniFE,CG Mflops (Average),4258,45
576,635,Intel Xeon E3-1275 v6,3.0,miniFE,CG Mflops (Average),4235,66
577,636,AMD Ryzen 5 3600X 6-Core,3.0,miniFE,CG Mflops (Average),4187,173
578,638,Intel Xeon E-2336,5.0,miniFE,CG Mflops (Average),4108,3
579,639,AMD Ryzen 7 3700X 8-Core,7.0,miniFE,CG Mflops (Average),4071,349
580,640,Intel Xeon E-2388G,10.0,miniFE,CG Mflops (Average),4049,10
581,641,AMD Ryzen 9 3900XT 12-Core,3.0,miniFE,CG Mflops (Average),4039,9
582,642,AMD Ryzen 9 3950X 16-Core,4.0,miniFE,CG Mflops (Average),3731,95
583,644,Intel Core i7-8550U,3.0,miniFE,CG Mflops (Average),3325,54
584,645,Intel Xeon E-2278GEL,5.0,miniFE,CG Mflops (Average),2530,8
585,646,Intel Core i7 990X,10.0,miniFE,CG Mflops (Average),2247,28
586,647,Intel Core i5-5200U,14.0,miniFE,CG Mflops (Average),2115,235
587,649,2 x AMD EPYC 7763 64-Core,12.0,nqueens,Seconds (Average),1,1
588,650,2 x AMD EPYC 7663 56-Core,3.0,nqueens,Seconds (Average),1,1
589,651,2 x AMD EPYC 7643 48-Core,3.0,nqueens,Seconds (Average),1,1
590,653,2 x AMD EPYC 7713 64-Core,3.0,nqueens,Seconds (Average),1,1
591,654,AMD Ryzen Threadripper PRO 7995WX 96-Cores,4.0,nqueens,Seconds (Average),1,1
592,655,2 x AMD EPYC 7742 64-Core,9.0,nqueens,Seconds (Average),2,2
593,656,2 x AMD EPYC 75F3 32-Core,8.0,nqueens,Seconds (Average),2,2
594,657,AMD Ryzen Threadripper 7980X 64-Cores,3.0,nqueens,Seconds (Average),2,2
595,658,2 x AMD EPYC 7513 32-Core,5.0,nqueens,Seconds (Average),2,2
596,659,2 x AMD EPYC 7543 32-Core,4.0,nqueens,Seconds (Average),2,2
597,660,2 x AMD EPYC 7642 48-Core,5.0,nqueens,Seconds (Average),2,2
598,661,2 x AMD EPYC 7453 28-Core,6.0,nqueens,Seconds (Average),2,2
599,662,AMD Ryzen Threadripper 3990X 64-Core,4.0,nqueens,Seconds (Average),2,2
600,663,2 x AMD EPYC 7443 24-Core,3.0,nqueens,Seconds (Average),2,2
601,664,AMD EPYC 7763 64-Core,4.0,nqueens,Seconds (Average),2,2
602,665,2 x AMD EPYC 74F3 24-Core,4.0,nqueens,Seconds (Average),2,2
603,666,AMD EPYC 7773X 64-Core,5.0,nqueens,Seconds (Average),2,2
604,667,AMD EPYC 7713 64-Core,3.0,nqueens,Seconds (Average),3,3
605,668,AMD EPYC 7662 64-Core,6.0,nqueens,Seconds (Average),3,3
606,669,AMD EPYC 7643 48-Core,3.0,nqueens,Seconds (Average),3,3
607,670,AMD EPYC 7702 64-Core,6.0,nqueens,Seconds (Average),3,3
608,671,2 x AMD EPYC 7601 32-Core,5.0,nqueens,Seconds (Average),3,3
609,672,2 x AMD EPYC 73F3 16-Core,7.0,nqueens,Seconds (Average),3,3
610,673,2 x Intel Xeon Platinum 8280,23.0,nqueens,Seconds (Average),3,3
